MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
30,RM,60.0,10800,Reg,Inside,OldTown,1Story,4,7,1885,1995,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,641,641,Gd,1047,0,0,1047,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1954.0,Unf,1,273,0,0,0,0,0,0,450,8,2007,100000
20,RM,50.0,6000,Reg,Inside,OldTown,1Story,5,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,104,169,516,789,Ex,789,0,0,789,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1948.0,Unf,1,250,0,0,0,0,0,0,0,4,2008,115000
20,RL,105.0,11751,IR1,Inside,Other,1Story,6,6,1977,1977,Plywood,Plywood,BrkFace,480.0,TA,CBlock,Gd,No,BLQ,705,0,1139,1844,Ex,1844,0,0,1844,0.0,0.0,2,0,3,1,TA,7,1,Attchd,1977.0,RFn,2,546,0,122,0,0,0,0,0,1,2010,190000
50,RL,75.0,9525,Reg,Inside,Edwards,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,444,0,550,994,Gd,1216,639,0,1855,0.0,0.0,2,0,4,1,TA,7,0,Attchd,1954.0,Unf,1,325,182,0,0,0,0,0,0,10,2006,136900
60,RL,77.0,9965,Reg,Inside,CollgCr,2Story,7,5,2007,2007,VinylSd,VinylSd,Stone,220.0,Gd,PConc,Ex,Av,GLQ,984,0,280,1264,Ex,1282,1414,0,2696,1.0,0.0,2,1,4,1,Ex,10,1,BuiltIn,2007.0,Fin,3,792,120,184,0,0,168,0,0,10,2007,383970
70,RL,61.0,7259,IR1,Inside,Other,2Story,6,8,1945,2002,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,774,150,104,1028,Ex,1436,884,0,2320,1.0,0.0,2,1,3,1,Gd,9,1,Detchd,1945.0,Unf,1,180,224,0,0,0,0,0,0,7,2007,259500
160,FV,34.0,3230,Reg,Corner,Somerst,2Story,6,5,1999,1999,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,No,GLQ,419,0,310,729,Gd,729,729,0,1458,0.0,0.0,2,1,2,1,TA,5,1,Detchd,1999.0,Unf,2,440,0,32,0,0,0,0,0,6,2007,176000
20,RL,74.0,8536,Reg,Corner,Edwards,1Story,5,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,0,1125,1125,Gd,1125,0,0,1125,0.0,0.0,1,1,2,1,TA,5,0,Attchd,2007.0,Unf,2,430,80,64,0,0,0,0,0,4,2007,155000
60,RL,90.0,12376,Reg,Corner,Other,2Story,7,5,1990,1990,Plywood,Plywood,None,0.0,TA,PConc,Gd,Mn,GLQ,1470,0,203,1673,Gd,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,11,2,Attchd,1990.0,Unf,3,594,367,0,0,0,0,0,0,5,2010,320000
60,RL,65.0,8461,Reg,Inside,CollgCr,2Story,6,5,2005,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,728,728,Ex,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,2,390,0,24,0,0,0,0,0,7,2006,163990
50,RM,50.0,6060,Reg,Inside,Other,1.5Fin,4,5,1939,1950,Other,Other,None,0.0,TA,PConc,TA,No,Unf,0,0,732,732,Gd,772,351,0,1123,0.0,0.0,1,0,3,1,TA,4,0,Detchd,1979.0,Unf,1,264,0,0,140,0,0,0,0,6,2007,100000
20,RL,75.0,9464,Reg,Corner,NAmes,1Story,6,7,1958,1958,MetalSd,MetalSd,BrkFace,135.0,TA,CBlock,TA,No,BLQ,570,0,510,1080,Gd,1080,0,0,1080,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,1,288,0,0,0,0,130,0,0,6,2008,136000
120,RL,55.0,7892,Reg,Inside,Other,1Story,6,5,1993,1993,Plywood,Plywood,None,0.0,Gd,PConc,Gd,No,GLQ,300,0,899,1199,Ex,1199,0,0,1199,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,1993.0,RFn,2,530,0,63,0,0,0,0,0,3,2008,153900
20,RL,48.0,17043,IR1,Other,Other,1Story,6,5,1979,1998,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,Unf,0,0,1362,1362,TA,1586,0,0,1586,0.0,0.0,2,0,3,1,TA,7,1,Attchd,1979.0,Unf,2,435,192,0,0,0,0,0,0,1,2009,181000
60,RL,69.0,7590,Reg,Inside,NAmes,2Story,6,5,1966,1966,VinylSd,VinylSd,BrkFace,266.0,TA,CBlock,TA,No,BLQ,512,0,148,660,TA,660,688,0,1348,0.0,0.0,1,1,3,1,TA,6,1,Attchd,1966.0,RFn,2,453,188,108,0,0,0,0,0,7,2006,155000
20,RL,69.0,8973,Reg,Inside,NAmes,1Story,5,7,1958,1991,Plywood,Plywood,BrkFace,85.0,TA,CBlock,TA,No,Rec,567,28,413,1008,TA,1053,0,0,1053,0.0,1.0,1,1,3,1,Ex,6,0,Other,1998.0,RFn,2,750,0,80,0,180,0,0,0,7,2006,150000
60,RL,88.0,14200,Reg,Corner,NAmes,2Story,7,6,1966,1966,MetalSd,MetalSd,BrkFace,309.0,TA,CBlock,TA,No,Rec,445,0,479,924,Ex,1216,941,0,2157,0.0,0.0,2,1,4,1,Gd,8,2,Attchd,1966.0,Fin,2,487,105,66,0,0,0,0,0,5,2006,226000
20,RL,75.0,7388,Reg,Corner,NAmes,1Story,5,6,1959,2002,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,405,0,658,1063,Gd,1327,0,0,1327,1.0,0.0,1,0,3,1,Gd,7,0,Detchd,1974.0,Unf,2,624,0,0,0,0,0,0,0,7,2007,150750
20,RL,78.0,10335,IR1,Inside,Other,1Story,5,6,1968,1993,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Rec,570,0,891,1461,Gd,1721,0,0,1721,0.0,0.0,2,1,3,1,TA,7,1,Attchd,1968.0,RFn,2,440,0,96,180,0,0,0,0,7,2006,180000
20,RL,80.0,10400,Reg,Inside,Other,1Story,7,6,1970,1970,Plywood,Plywood,BrkFace,288.0,TA,PConc,TA,No,Unf,0,0,1304,1304,Gd,1682,0,0,1682,0.0,0.0,2,0,3,1,TA,7,1,Attchd,1970.0,Unf,2,530,98,0,0,0,0,0,0,5,2008,174000
90,RL,82.0,11070,Reg,Inside,Other,1Story,7,5,1988,1989,VinylSd,VinylSd,BrkFace,70.0,TA,CBlock,TA,No,Unf,0,0,1907,1907,Gd,1959,0,0,1959,0.0,0.0,3,0,5,2,TA,9,0,Other,1989.0,Unf,3,766,0,0,0,0,0,0,0,7,2006,171000
60,RL,73.0,9066,IR1,Inside,CollgCr,2Story,8,5,1999,2000,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,Mn,GLQ,668,0,336,1004,Ex,1004,848,0,1852,0.0,0.0,2,1,3,1,Gd,7,2,Attchd,1999.0,Fin,3,660,224,106,0,0,0,0,0,12,2008,230000
60,RL,65.0,15426,IR1,Inside,CollgCr,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,821,0,107,928,Ex,928,836,0,1764,1.0,0.0,2,1,3,1,Gd,7,0,Attchd,1997.0,RFn,2,470,276,99,0,0,0,0,0,8,2009,231500
20,RL,78.0,11645,Reg,Inside,CollgCr,1Story,7,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,1300,0,434,1734,Ex,1734,0,0,1734,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,2005.0,Fin,2,660,160,24,0,0,0,0,0,1,2006,260000
50,RL,71.0,8520,Reg,Corner,NAmes,1.5Fin,5,4,1952,1952,Other,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,507,0,403,910,Other,910,475,0,1385,0.0,0.0,2,0,4,1,TA,6,0,Detchd,2000.0,Unf,2,720,0,0,0,0,0,0,0,6,2010,166000
20,RL,78.0,10335,IR1,Inside,CollgCr,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,Gd,GLQ,679,0,811,1490,Ex,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,2,577,144,29,0,0,0,0,0,6,2009,204000
90,RM,70.0,9100,Reg,Inside,Other,1Story,5,5,1963,1963,HdBoard,HdBoard,BrkFace,336.0,TA,CBlock,TA,No,Rec,1332,0,396,1728,TA,1728,0,0,1728,1.0,0.0,2,0,6,2,TA,10,0,Detchd,1963.0,Unf,2,504,0,0,0,0,0,0,0,11,2006,125000
160,RM,24.0,2522,Reg,Inside,Edwards,2Story,6,5,2004,2006,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0,0,970,970,Ex,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,0,0,0,0,0,4,2006,130000
30,RM,51.0,6120,Reg,Corner,Other,1Story,5,7,1931,1993,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,209,0,506,715,TA,875,0,0,875,1.0,0.0,1,0,2,1,TA,5,0,Detchd,1931.0,Unf,1,180,48,0,0,0,0,0,0,11,2009,105000
20,RL,120.0,10356,Reg,Corner,CollgCr,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,BLQ,716,0,253,969,TA,969,0,0,969,0.0,0.0,1,1,3,1,TA,5,0,Attchd,1975.0,Unf,2,440,0,0,0,0,0,0,0,1,2007,122000
20,RL,107.0,13891,Reg,Inside,NridgHt,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,436.0,Gd,PConc,Ex,Gd,GLQ,1400,0,310,1710,Ex,1710,0,0,1710,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,2007.0,RFn,3,866,0,102,0,0,0,0,0,1,2008,372402
30,RM,84.0,11340,Reg,Corner,OldTown,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,0,1200,1200,TA,1200,0,0,1200,0.0,0.0,1,0,4,1,TA,7,0,Detchd,1923.0,Unf,1,312,0,0,228,0,0,0,0,3,2006,125000
60,RL,92.0,12003,Reg,Corner,Other,2Story,8,5,2009,2010,VinylSd,VinylSd,BrkFace,84.0,Gd,PConc,Ex,No,Unf,0,0,774,774,Ex,774,1194,0,1968,0.0,0.0,2,1,4,1,Ex,8,1,BuiltIn,2009.0,Fin,3,680,0,75,0,0,0,0,0,5,2010,269500
60,FV,100.0,12552,Reg,Corner,Somerst,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,222,0,769,991,Ex,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,2004.0,RFn,2,678,0,136,0,0,0,0,0,5,2010,254900
60,RL,134.0,19378,IR1,Corner,Gilbert,2Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,456.0,Gd,PConc,Gd,Mn,GLQ,57,0,1335,1392,Ex,1392,1070,0,2462,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,2006.0,RFn,2,576,239,132,0,168,0,0,0,3,2006,320000
60,RL,110.0,13688,IR1,Inside,NridgHt,2Story,9,5,2003,2004,VinylSd,VinylSd,BrkFace,664.0,Gd,PConc,Ex,Av,GLQ,1016,0,556,1572,Ex,1572,1096,0,2668,1.0,0.0,2,1,3,1,Ex,10,2,BuiltIn,2003.0,Fin,3,726,400,0,0,0,0,0,0,3,2008,412500
20,RL,95.0,12182,Reg,Corner,NridgHt,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,226.0,Gd,PConc,Gd,Mn,BLQ,1201,0,340,1541,Ex,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,2005.0,RFn,2,532,0,70,0,0,0,0,0,5,2010,220000
40,RM,40.0,5400,Reg,Corner,OldTown,1Story,6,7,1926,2004,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Mn,LwQ,370,0,779,1149,Gd,1149,467,0,1616,0.0,0.0,2,0,3,1,Gd,5,0,Detchd,1926.0,Unf,1,216,0,0,183,0,0,0,0,10,2007,152000
60,RL,86.0,10562,Reg,Inside,NridgHt,2Story,8,5,2007,2007,VinylSd,VinylSd,Stone,300.0,Gd,PConc,Ex,No,GLQ,1288,0,294,1582,Ex,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,8,1,Attchd,2007.0,Fin,3,789,178,120,0,0,0,0,0,11,2007,325624
60,RL,62.0,8244,IR1,Inside,Gilbert,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,840,840,Ex,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,2004.0,Fin,2,440,100,48,0,0,0,0,0,5,2007,183500
20,RL,141.0,31770,IR1,Corner,NAmes,1Story,6,5,1960,1960,Other,Plywood,Stone,112.0,TA,CBlock,TA,Gd,BLQ,639,0,441,1080,Other,1656,0,0,1656,1.0,0.0,1,0,3,1,TA,7,2,Attchd,1960.0,Fin,2,528,210,62,0,0,0,0,0,5,2010,215000
160,RL,44.0,5306,IR1,Inside,Other,2Story,7,7,1987,1987,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,GLQ,495,215,354,1064,Gd,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,1987.0,RFn,2,504,441,35,0,0,0,0,0,6,2006,239000
20,RL,80.0,10197,IR1,Inside,NAmes,1Story,6,5,1961,1961,Other,Other,BrkCmn,491.0,TA,CBlock,TA,No,ALQ,288,374,700,1362,TA,1362,0,0,1362,1.0,0.0,1,1,3,1,TA,6,1,Attchd,1961.0,Unf,2,504,0,20,0,0,0,0,0,6,2008,163000
20,RL,47.0,12416,IR1,Inside,Other,1Story,6,5,1986,1986,VinylSd,Plywood,Stone,132.0,TA,CBlock,Gd,No,ALQ,1398,208,0,1606,TA,1651,0,0,1651,1.0,0.0,2,0,3,1,TA,7,1,Attchd,1986.0,Fin,2,616,192,0,0,0,0,0,0,11,2008,184000
20,RL,84.0,12615,Reg,Corner,Edwards,1Story,6,7,1950,2001,Other,Other,None,0.0,TA,CBlock,TA,Av,ALQ,477,0,725,1202,TA,2158,0,0,2158,1.0,0.0,2,0,4,1,Gd,7,1,Attchd,1950.0,Unf,2,576,0,29,39,0,0,0,0,6,2007,243000
60,RL,97.0,10029,IR1,Corner,Other,2Story,6,5,1988,1989,Plywood,Plywood,BrkFace,268.0,Gd,PConc,Gd,No,GLQ,831,0,320,1151,TA,1164,896,0,2060,0.0,1.0,2,1,4,1,TA,8,1,Attchd,1988.0,Unf,2,521,0,228,0,0,192,0,0,9,2007,211000
20,RL,63.0,17423,IR1,Other,Other,1Story,9,5,2008,2009,VinylSd,VinylSd,Stone,748.0,Other,PConc,Ex,No,GLQ,1904,0,312,2216,Ex,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,1,Attchd,2009.0,Fin,3,1166,0,60,0,0,0,0,0,7,2009,501837
30,RM,60.0,8520,Reg,Inside,OldTown,1Story,5,6,1923,2006,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,No,Unf,0,0,968,968,TA,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1935.0,Unf,2,480,0,0,184,0,0,0,0,7,2007,100000
70,RL,54.0,7588,Reg,Inside,Other,2Story,7,6,1920,1950,Other,Other,None,0.0,TA,BrkTil,Fa,No,LwQ,352,0,441,793,Gd,901,901,0,1802,0.0,0.0,1,1,4,1,TA,9,1,Detchd,1920.0,Unf,1,216,0,0,40,0,0,0,0,7,2006,200100
50,RM,63.0,11426,Reg,Inside,OldTown,1.5Fin,7,5,2003,2003,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,0,1362,1362,Ex,1362,720,0,2082,0.0,0.0,2,1,3,1,Gd,6,0,Detchd,2003.0,Unf,2,484,280,238,0,0,0,0,0,6,2008,200000
50,RL,92.0,7438,IR1,Inside,Other,1.5Fin,5,8,1908,1991,Other,Plywood,None,0.0,TA,PConc,Fa,No,Unf,0,0,504,504,Gd,936,316,0,1252,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1986.0,Unf,2,576,104,0,0,0,0,0,0,6,2006,127000
75,RM,90.0,22950,Other,Inside,OldTown,Other,10,9,1892,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,Mn,Unf,0,0,1107,1107,Ex,1518,1518,572,3608,0.0,0.0,2,1,4,1,Ex,12,2,Detchd,1993.0,Unf,3,840,0,260,0,0,410,0,0,6,2006,475000
50,RL,60.0,10410,Reg,Inside,OldTown,1.5Fin,5,7,1916,1987,HdBoard,HdBoard,None,0.0,TA,CBlock,Fa,No,Unf,0,0,660,660,Ex,808,704,144,1656,0.0,0.0,2,1,3,1,TA,8,0,Detchd,1916.0,Unf,1,180,0,0,0,140,0,0,0,8,2009,135000
90,RL,64.0,7018,Reg,Inside,Other,Other,5,5,1979,1979,Plywood,Plywood,Stone,275.0,TA,CBlock,Gd,Av,GLQ,1086,0,0,1086,TA,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,2,Detchd,1979.0,Unf,2,528,120,0,0,0,0,0,0,6,2009,153337
120,RL,41.0,4923,Reg,Inside,Other,1Story,8,5,2001,2002,Other,Other,None,0.0,Gd,PConc,Ex,Av,GLQ,1153,0,440,1593,Ex,1593,0,0,1593,1.0,0.0,1,1,0,1,Ex,5,1,Attchd,2001.0,Fin,2,682,0,120,0,0,224,0,0,8,2008,286000
70,RL,70.0,10570,Reg,Inside,Other,2Story,8,8,1932,1994,Other,Other,None,0.0,Gd,CBlock,Gd,No,Rec,297,0,556,853,TA,1549,1178,0,2727,0.0,0.0,2,1,3,1,Gd,10,2,Detchd,1932.0,Unf,2,440,0,74,0,0,0,0,0,12,2007,315000
20,RL,68.0,9017,IR1,Inside,CollgCr,1Story,7,5,1999,1999,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,560,0,871,1431,Ex,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,1999.0,Fin,2,666,0,35,0,0,0,0,0,9,2009,192000
160,RM,24.0,2522,Reg,Inside,Edwards,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0,0,970,970,Ex,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,0,0,0,0,0,5,2006,130000
20,RL,60.0,7180,IR1,Inside,CollgCr,1Story,5,7,1972,1972,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,ALQ,390,0,474,864,TA,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,0,Detchd,1989.0,Unf,1,352,0,0,0,0,0,0,0,5,2008,127000
160,RL,24.0,2280,Reg,Other,Other,2Story,6,6,1976,1976,Plywood,Other,None,0.0,TA,CBlock,Gd,No,ALQ,566,0,289,855,TA,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,1,Attchd,1976.0,Unf,2,440,87,0,0,0,0,0,0,7,2009,148500
20,RL,79.0,9416,Reg,Inside,Somerst,1Story,7,5,2007,2007,Other,Other,Stone,205.0,Other,PConc,Ex,No,GLQ,1126,0,600,1726,Ex,1726,0,0,1726,1.0,0.0,2,0,3,1,Ex,8,1,Attchd,2007.0,Fin,3,786,171,138,0,0,266,0,0,9,2007,311872
75,RL,174.0,25419,Reg,Corner,NAmes,2Story,8,4,1918,1990,Other,Other,None,0.0,Gd,PConc,TA,No,GLQ,1036,184,140,1360,Gd,1360,1360,392,3112,1.0,1.0,2,0,4,1,Gd,8,1,Detchd,1918.0,Unf,2,795,0,16,552,0,0,512,0,3,2006,235000
20,RL,76.0,9591,Reg,Inside,NridgHt,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,262.0,Gd,PConc,Ex,Av,GLQ,1088,0,625,1713,Ex,1713,0,0,1713,1.0,0.0,2,0,3,1,Ex,7,1,Attchd,2004.0,Fin,3,856,0,26,0,0,170,0,0,1,2009,274900
20,RM,80.0,8546,Reg,Corner,Edwards,1Story,4,5,2003,2004,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,0,1121,1121,Ex,1121,0,0,1121,0.0,0.0,2,0,2,1,TA,5,0,Attchd,2003.0,RFn,2,440,132,64,0,0,0,0,0,3,2010,140000
20,RL,75.0,10125,Reg,Inside,Other,1Story,6,6,1977,1977,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,641,279,276,1196,TA,1279,0,0,1279,0.0,1.0,2,0,3,1,TA,6,2,Detchd,1980.0,Unf,2,473,238,83,0,0,0,0,0,2,2008,171500
50,RL,50.0,7000,Reg,Corner,OldTown,1.5Fin,6,6,1924,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,LwQ,617,0,0,617,Gd,865,445,0,1310,0.0,0.0,2,0,2,1,TA,6,0,Attchd,1924.0,Unf,1,398,0,0,126,0,0,0,0,5,2006,112000
50,RM,50.0,3500,Reg,Inside,OldTown,1.5Fin,5,7,1947,1950,Other,Other,None,0.0,TA,CBlock,TA,No,LwQ,312,0,408,720,TA,720,564,0,1284,0.0,0.0,1,1,2,1,TA,5,0,Detchd,1948.0,Unf,1,240,0,35,0,0,0,0,0,4,2009,110000
20,RL,99.0,11851,Reg,Corner,Gilbert,1Story,7,5,1990,1990,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,Unf,0,0,1424,1424,Ex,1442,0,0,1442,0.0,0.0,2,0,3,1,TA,5,0,Attchd,1990.0,RFn,2,500,0,34,0,508,0,0,0,5,2009,180500
20,RL,40.0,13673,IR1,Other,Other,1Story,5,5,1962,1962,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,0,1140,1140,TA,1696,0,0,1696,0.0,0.0,1,1,3,1,TA,8,1,Attchd,1962.0,RFn,1,349,0,30,0,0,0,0,0,3,2007,143900
20,RL,75.0,8250,Reg,Inside,NAmes,1Story,6,7,1964,1964,HdBoard,HdBoard,Stone,260.0,TA,CBlock,Gd,No,Rec,787,0,305,1092,Ex,1092,0,0,1092,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1964.0,RFn,2,504,0,0,0,0,0,0,0,7,2008,145000
20,RL,83.0,10420,Reg,Corner,Edwards,1Story,6,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Mn,GLQ,36,0,1176,1212,Ex,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2009.0,RFn,2,460,100,22,0,0,0,0,0,3,2010,186000
60,FV,72.0,8640,Reg,Inside,Somerst,2Story,7,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,822,0,78,900,Ex,932,920,0,1852,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,2009.0,RFn,2,644,168,108,0,0,0,0,0,7,2009,252678
20,RL,43.0,13568,Other,Other,CollgCr,1Story,5,5,1995,1995,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,ALQ,716,0,274,990,Ex,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,0,Attchd,1996.0,Unf,2,576,224,0,0,0,0,0,0,7,2006,156000
20,RL,72.0,10011,IR1,Inside,NAmes,1Story,5,6,1957,1996,HdBoard,HdBoard,BrkFace,64.0,TA,CBlock,TA,No,BLQ,360,0,710,1070,TA,1236,0,0,1236,0.0,1.0,1,0,2,1,Gd,6,1,Attchd,1957.0,Unf,1,447,0,0,0,0,0,0,0,5,2006,134450
20,RL,65.0,8450,Reg,Inside,CollgCr,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,266.0,Gd,PConc,Gd,Mn,GLQ,946,0,490,1436,Ex,1436,0,0,1436,1.0,0.0,2,0,3,1,Gd,8,0,Attchd,2004.0,Unf,2,484,139,98,0,0,0,0,0,4,2008,210000
70,RM,57.0,9906,Reg,Inside,OldTown,2Story,4,4,1925,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,686,686,Other,810,518,0,1328,0.0,0.0,1,0,3,1,TA,8,0,Detchd,1940.0,Unf,1,210,0,172,60,0,0,0,0,9,2006,107000
120,RL,43.0,3010,Reg,Inside,Other,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,16.0,Gd,PConc,Gd,Av,GLQ,16,0,1232,1248,Ex,1248,0,0,1248,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,2005.0,Fin,2,438,108,0,0,0,0,0,0,3,2006,167240
20,RL,73.0,8990,IR1,Inside,CollgCr,1Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Mn,Unf,0,0,1498,1498,Ex,1498,0,0,1498,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,2006.0,RFn,2,675,351,33,0,0,0,0,0,4,2006,204900
60,RL,85.0,11475,Reg,Inside,Other,2Story,6,6,1975,1975,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,No,ALQ,550,0,163,713,TA,811,741,0,1552,1.0,0.0,2,1,3,1,TA,6,1,Attchd,1975.0,RFn,2,434,209,208,0,0,0,0,0,2,2006,179900
20,RL,70.0,10500,Reg,Other,NAmes,1Story,4,6,1971,1971,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,524,180,160,864,Gd,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1989.0,Unf,2,576,216,0,0,0,0,0,0,3,2009,97000
20,RL,103.0,13472,Reg,Inside,NridgHt,1Story,10,5,2003,2003,VinylSd,VinylSd,BrkFace,922.0,Other,PConc,Ex,Gd,GLQ,56,0,2336,2392,Ex,2392,0,0,2392,0.0,0.0,2,0,3,1,Ex,8,1,Attchd,2003.0,Fin,3,968,248,105,0,0,0,0,0,6,2009,386250
160,RM,21.0,1680,Reg,Inside,Other,2Story,5,5,1971,1971,HdBoard,HdBoard,BrkFace,142.0,TA,CBlock,TA,No,Unf,0,0,630,630,TA,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,0,Detchd,1991.0,Unf,1,280,0,0,0,0,0,0,0,5,2009,112000
60,RL,82.0,9950,IR1,Inside,Other,2Story,7,5,1995,1995,VinylSd,VinylSd,BrkFace,290.0,Gd,PConc,Gd,No,GLQ,565,0,638,1203,Ex,1214,1306,0,2520,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,1995.0,RFn,3,721,224,114,0,0,0,0,0,6,2007,290000
